Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
AK,Stem (Oncogene) 2,Col1a1,Sdc1,0.04237578435383067,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06108948312471382,-0.3657626503895812,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col1a1,Sdc1,0.054544624506031376,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.11098614273259769,-0.7103861883597088,AK_Stem (Reserve)
AK,Transit Amplifying,Col1a1,Sdc1,0.05066734395678465,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07402548655450301,-0.3791278471494117,AK_Transit Amplifying
AK,Stem (Stroma),Col1a1,Sdc1,0.05463682092573827,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.08650900645205074,-0.4595404979597278,AK_Stem (Stroma)
AK,Early Absorptive,Col1a1,Sdc1,0.04314652267377537,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05546548203550949,-0.251159054610428,AK_Early Absorptive
AK,Late Absorptive,Col1a1,Sdc1,0.062210851637875424,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05913797633818257,0.05065615247789592,AK_Late Absorptive
AK,Secretory,Col1a1,Sdc1,0.03613069216337204,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04726964462641393,-0.2687256242687616,AK_Secretory
AK,ER Stress,Col1a1,Sdc1,0.052360295369322546,COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col1a2,Sdc1,0.03890050160935155,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.040899406528955615,-0.05010840726579192,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col1a2,Sdc1,0.036179401569374055,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04834282786880914,-0.2898279336666651,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col1a2,Sdc1,0.04665554951501037,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.08881308975284487,-0.6437421653785534,AK_Stem (Reserve)
AK,Transit Amplifying,Col1a2,Sdc1,0.04331336930252057,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05874855291938181,-0.30480517433607973,AK_Transit Amplifying
AK,Stem (Stroma),Col1a2,Sdc1,0.04673507024198902,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.06884734836160851,-0.3873968595485139,AK_Stem (Stroma)
AK,Early Absorptive,Col1a2,Sdc1,0.036841774810815735,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.043837515963642215,-0.173857593205148,AK_Early Absorptive
AK,Late Absorptive,Col1a2,Sdc1,0.05327545015366513,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04677822658855625,0.13005777674213834,AK_Late Absorptive
AK,Secretory,Col1a2,Sdc1,0.030818107574085738,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03729204292569299,-0.19067755202481634,AK_Secretory
AK,ER Stress,Col1a2,Sdc1,0.044772190390854685,COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col4a1,Sdc1,0.026601199271278304,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025069250209288033,0.05931429632118485,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col4a1,Sdc1,0.02471831169359057,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.029720964844785577,-0.1843083507451186,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col4a1,Sdc1,0.03198590948651802,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0555112523386591,-0.5512902677628029,AK_Stem (Reserve)
AK,Transit Amplifying,Col4a1,Sdc1,0.029661896023442384,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03627113241039833,-0.20115891455477491,AK_Transit Amplifying
AK,Stem (Stroma),Col4a1,Sdc1,0.032041267304478295,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.042681296928901685,-0.2867361380063834,AK_Stem (Stroma)
AK,Early Absorptive,Col4a1,Sdc1,0.02517633611009149,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026902059004955865,-0.0662983165239792,AK_Early Absorptive
AK,Late Absorptive,Col4a1,Sdc1,0.036604271191417244,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.028740852855075237,0.2418453777609158,AK_Late Absorptive
AK,Secretory,Col4a1,Sdc1,0.021018357862304594,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02282489242211411,-0.08245547354307155,AK_Secretory
AK,ER Stress,Col4a1,Sdc1,0.030675669976331175,COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018958721458082278,0.4812057705699763,AK_ER Stress
AK,Stem (Oncogene) 1,Col4a2,Sdc1,0.014160734037608534,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.018033148554136343,-0.2417387248598018,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col4a2,Sdc1,0.013146515489705121,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02140795069013812,-0.48760563886664576,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col4a2,Sdc1,0.017071365327953298,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04028413721065736,-0.8585552561926696,AK_Stem (Reserve)
AK,Transit Amplifying,Col4a2,Sdc1,0.01581330172733296,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026175447967049393,-0.5039704035933316,AK_Transit Amplifying
AK,Stem (Stroma),Col4a2,Sdc1,0.017101366650805253,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.030858541296049157,-0.5902551959664968,AK_Stem (Stroma)
AK,Early Absorptive,Col4a2,Sdc1,0.013393061844218861,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0193617650629088,-0.36856344825069365,AK_Early Absorptive
AK,Late Absorptive,Col4a2,Sdc1,0.019579812875109803,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02069613059828532,-0.05544767506267063,AK_Late Absorptive
AK,Secretory,Col4a2,Sdc1,0.01115886447520333,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016408105570090478,-0.38554125256887484,AK_Secretory
AK,ER Stress,Col4a2,Sdc1,0.016361744193952546,COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col4a5,Sdc1,0.01214918111799932,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008568786863676006,0.3491356033938592,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col4a5,Sdc1,0.011277385708936261,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01019076842373211,0.10131720183399662,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col4a5,Sdc1,0.014652498223624168,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.019372141832874293,-0.27922519791944805,AK_Stem (Reserve)
AK,Transit Amplifying,Col4a5,Sdc1,0.013570230522952583,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01249211561223561,0.08278076711244402,AK_Transit Amplifying
AK,Stem (Stroma),Col4a5,Sdc1,0.01467831209468929,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.014764216906157313,-0.005835439967620217,AK_Stem (Stroma)
AK,Early Absorptive,Col4a5,Sdc1,0.011489286987630618,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009206641459610884,0.22148991350275535,AK_Early Absorptive
AK,Late Absorptive,Col4a5,Sdc1,0.01681159916417688,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009848169177137775,0.5347835070470065,AK_Late Absorptive
AK,Secretory,Col4a5,Sdc1,0.009569592224068722,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007789851615763207,0.2057687830812842,AK_Secretory
AK,ER Stress,Col4a5,Sdc1,0.014041987956908347,COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0064535564646484985,0.7774206122306717,AK_ER Stress
AK,Stem (Oncogene) 1,Col6a1,Sdc1,0.03345675090375847,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.032212805805903084,0.03788951762550136,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col6a1,Sdc1,0.03110411903265209,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03813818720028232,-0.20387581370304794,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col6a1,Sdc1,0.04017191541677919,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07070028245676227,-0.565281438037578,AK_Stem (Reserve)
AK,Transit Amplifying,Col6a1,Sdc1,0.037276031334160964,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.046454600408554675,-0.22012497184579236,AK_Transit Amplifying
AK,Stem (Stroma),Col6a1,Sdc1,0.04024085175599638,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.054562587158979076,-0.3044657385479827,AK_Stem (Stroma)
AK,Early Absorptive,Col6a1,Sdc1,0.03167662772166143,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034549370908942154,-0.08681022881275771,AK_Early Absorptive
AK,Late Absorptive,Col6a1,Sdc1,0.04591616892778315,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.036891053142606406,0.21884825987011397,AK_Late Absorptive
AK,Secretory,Col6a1,Sdc1,0.02647425433865517,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0293481635984965,-0.10305724891408866,AK_Secretory
AK,ER Stress,Col6a1,Sdc1,0.03853970265726897,COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col6a2,Sdc1,0.013121381479462008,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01185932827847591,0.1011283192630998,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col6a2,Sdc1,0.012180683567685273,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01409531948543347,-0.14599140803975716,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col6a2,Sdc1,0.015821810329043184,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026699607364205128,-0.5232594711093106,AK_Stem (Reserve)
AK,Transit Amplifying,Col6a2,Sdc1,0.01465445900764713,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01726303996287172,-0.16382313950049024,AK_Transit Amplifying
AK,Stem (Stroma),Col6a2,Sdc1,0.015849651086167687,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020384977644587285,-0.25165075302069184,AK_Stem (Stroma)
AK,Early Absorptive,Col6a2,Sdc1,0.012409344724198645,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01273898118568897,-0.02621688163793736,AK_Early Absorptive
AK,Late Absorptive,Col6a2,Sdc1,0.018150040021224556,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013623261420328905,0.28689403550481285,AK_Late Absorptive
AK,Secretory,Col6a2,Sdc1,0.010337529176137844,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010784524103952354,-0.04233127042796269,AK_Secretory
AK,ER Stress,Col6a2,Sdc1,0.015163329312654418,COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008939141833484836,0.5284403749580854,AK_ER Stress
AK,Stem (Oncogene) 1,Col6a3,Sdc1,0.021009778506396622,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.023632090782159547,-0.11761759476748501,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col6a3,Sdc1,0.019514728732408324,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.028024799465351316,-0.3619203132996947,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col6a3,Sdc1,0.025292062026391122,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05242276553750877,-0.7288503611958052,AK_Stem (Reserve)
AK,Transit Amplifying,Col6a3,Sdc1,0.023442627969481444,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.034214332820805216,-0.37808857143981833,AK_Transit Amplifying
AK,Stem (Stroma),Col6a3,Sdc1,0.025336138061364945,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.040276192255090014,-0.46352877304387496,AK_Stem (Stroma)
AK,Early Absorptive,Col6a3,Sdc1,0.019878297264863183,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025362562467122204,-0.2436456212213021,AK_Early Absorptive
AK,Late Absorptive,Col6a3,Sdc1,0.02897284436660918,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02709905992737737,0.06685995188031074,AK_Late Absorptive
AK,Secretory,Col6a3,Sdc1,0.016580430056018846,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.021513557405772717,-0.26046022580541867,AK_Secretory
AK,ER Stress,Col6a3,Sdc1,0.02424915390710209,COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01786544462906701,0.3055133469034513,AK_ER Stress
AK,Stem (Oncogene) 1,Fn1,Sdc1,0.03987542477770212,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04344520169148363,-0.08574019895538498,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Fn1,Sdc1,0.037088760296216876,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.05132714602433006,-0.32490580775001704,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Fn1,Sdc1,0.047815160111767646,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.0940488332730801,-0.6764714039165302,AK_Stem (Reserve)
AK,Transit Amplifying,Fn1,Sdc1,0.04439377916610756,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.06233316632445865,-0.33939429814556504,AK_Transit Amplifying
AK,Stem (Stroma),Fn1,Sdc1,0.04789655800538602,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.07300036220482484,-0.4214207589361813,AK_Stem (Stroma)
AK,Early Absorptive,Fn1,Sdc1,0.037767129725616765,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04655731692771246,-0.20924503530004682,AK_Early Absorptive
AK,Late Absorptive,Fn1,Sdc1,0.054590174917070966,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.04967099943277073,0.09443266961088395,AK_Late Absorptive
AK,Secretory,Fn1,Sdc1,0.03159712942365354,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,0.039622573019444725,-0.22633270615807885,AK_Secretory
AK,ER Stress,Fn1,Sdc1,0.045887243743877995,FN1_SDC1,Fn1  - Sdc1,FN1,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Tnc,Sdc1,0.003048417646467695,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.011642979150373003,-1.3400806987528269,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Tnc,Sdc1,0.002827801277518909,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.013838750554848102,-1.5879731923385303,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Tnc,Sdc1,0.00368353096023158,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.02621971144076341,-1.9626396807468518,AK_Stem (Reserve)
AK,Transit Amplifying,Tnc,Sdc1,0.003408654033965115,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.016949802153875697,-1.6039386594914424,AK_Transit Amplifying
AK,Stem (Stroma),Tnc,Sdc1,0.003690092748162093,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.020016246074812526,-1.6908926548146537,AK_Stem (Stroma)
AK,Early Absorptive,Tnc,Sdc1,0.0028813981523626775,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.012506787704913064,-1.4679958674052482,AK_Early Absorptive
AK,Late Absorptive,Tnc,Sdc1,0.004233257196599973,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.013375168518522145,-1.150428172638793,AK_Late Absorptive
AK,Secretory,Tnc,Sdc1,0.0023964711282684664,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.010587572485861528,-1.4856836142294703,AK_Secretory
AK,ER Stress,Tnc,Sdc1,0.0035284165604631047,TNC_SDC1,Tnc  - Sdc1,TENASCIN,ECM-Receptor,KEGG: mmu04512,0.008775592408242171,-0.9111250741158224,AK_ER Stress
AK,Stem (Oncogene) 1,Thbs1,Sdc1,0.003989976683584938,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.003468528416591897,0.1400549706008846,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Thbs1,Sdc1,0.0037014719453969513,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.004129105295574994,-0.10933018443028046,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Thbs1,Sdc1,0.004820307781496123,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.007892771185808905,-0.49310951969145417,AK_Stem (Reserve)
AK,Transit Amplifying,Thbs1,Sdc1,0.004460980736851967,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.005068577084640667,-0.12769148628187627,AK_Transit Amplifying
AK,Stem (Stroma),Thbs1,Sdc1,0.004828884792127267,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.005998666153735999,-0.21692158769763983,AK_Stem (Stroma)
AK,Early Absorptive,Thbs1,Sdc1,0.0037715653504601814,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.0037281509465200125,0.011577741656787464,AK_Early Absorptive
AK,Late Absorptive,Thbs1,Sdc1,0.005538742250428814,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.003989469242670432,0.3281092442088588,AK_Late Absorptive
AK,Secretory,Thbs1,Sdc1,0.0031372983432479727,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Secretory
AK,ER Stress,Thbs1,Sdc1,0.004617545287530161,THBS1_SDC1,Thbs1  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Thbs2,Sdc1,0.027395355862990637,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.027466397776054877,-0.0025898535158090457,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Thbs2,Sdc1,0.025457726386997566,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.03254806445664126,-0.24569861542203106,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Thbs2,Sdc1,0.03293538285344194,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.06063824515165612,-0.6103782555821115,AK_Stem (Reserve)
AK,Transit Amplifying,Thbs2,Sdc1,0.030544559892892204,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.039695802581214426,-0.26205885615550883,AK_Transit Amplifying
AK,Stem (Stroma),Thbs2,Sdc1,0.03299232791318196,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.04668188891378219,-0.3470812248043493,AK_Stem (Stroma)
AK,Early Absorptive,Thbs2,Sdc1,0.025929087718293668,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.02946916421672322,-0.12797901941811493,AK_Early Absorptive
AK,Late Absorptive,Thbs2,Sdc1,0.0376854994400912,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.03147774739900209,0.17999452581510364,AK_Late Absorptive
AK,Secretory,Thbs2,Sdc1,0.021649550348895697,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.02501293818514342,-0.14440853327412248,AK_Secretory
AK,ER Stress,Thbs2,Sdc1,0.03158751918226779,THBS2_SDC1,Thbs2  - Sdc1,THBS,ECM-Receptor,KEGG: mmu04512,0.020784030237708525,0.4185771652058467,AK_ER Stress
AK,Stem (Oncogene) 1,Col1a1,Sdc4,0.040758381697337,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col1a1,Sdc4,0.043761789501880366,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col1a1,Sdc4,0.04706600686529513,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.07348608342330362,-0.44554502926190964,AK_Stem (Reserve)
AK,Stem (Stroma),Col1a1,Sdc4,0.04794988507656945,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.05323001572029555,-0.10446603792052159,AK_Stem (Stroma)
AK,Early Absorptive,Col1a1,Sdc4,0.046612360418879124,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,ER Stress,Col1a1,Sdc4,0.05165685415686819,COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col1a2,Sdc4,0.03478991094400411,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col1a2,Sdc4,0.03737064763376242,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col1a2,Sdc4,0.04021259733059155,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.058313458229537575,-0.37165259816483265,AK_Stem (Reserve)
AK,Stem (Stroma),Col1a2,Sdc4,0.040973305509172914,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.04204983625517381,-0.02593472284660514,AK_Stem (Stroma)
AK,Early Absorptive,Col1a2,Sdc4,0.0398222471302392,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Early Absorptive
AK,ER Stress,Col1a2,Sdc4,0.04416594136391641,COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_ER Stress
AK,Stem (Oncogene) 1,Col4a1,Sdc4,0.023758140618355756,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 1
AK,Stem (Oncogene) 2,Col4a1,Sdc4,0.025542189577720524,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,NA,NA,AK_Stem (Oncogene) 2
AK,Stem (Reserve),Col4a1,Sdc4,0.027510319853652508,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.03599614036387616,-0.26885051891106004,AK_Stem (Reserve)
AK,Stem (Stroma),Col4a1,Sdc4,0.028037756497332186,COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.025786376618274806,0.08370573375619068,AK_Stem (Stroma)
