,DE_fc_tumor_over_normal,DE_p_normal_vs_tumor,p_adjusted_qvalue
chr1:16160559-16266955_RP11-169K16.9_ENSG00000179743.2,-0.012604596,0.935861074,0.950355049
chr22:39378351-39394214_APOBEC3B_ENSG00000179750.11,0.005940701,0.807573354,0.940531481
chr17:27232267-27384234_PIPOX_ENSG00000179761.7,0.005657416,0.872274408,0.940531481
chr9:35406751-35483026_ATP8B5P_ENSG00000179766.13,0.00712199,0.778038744,0.940531481
chr2:70187225-70316332_PCBP1-AS1_ENSG00000179818.9,0.082349824,0.110054228,0.619634754
chr19:54357834-54379691_MYADM_ENSG00000179820.11,-0.058129907,0.392742698,0.940531481
chr8:145202918-145316843_MROH1_ENSG00000179832.13,0.072398279,0.049962034,0.43469182
chr2:64858754-64978139_SERTAD2_ENSG00000179833.4,0.012082001,0.84818683,0.940531481
chr17:7816641-7819271_AC025335.1_ENSG00000179859.7,0.012490642,0.607058176,0.940531481
chr1:41326728-41328018_CITED4_ENSG00000179862.5,0.026204839,0.433986012,0.940531481
chr8:144661805-144682485_TIGD5_ENSG00000179886.4,-0.024077539,0.551892417,0.940531481
chr16:15068447-15248421_PDXDC1_ENSG00000179889.14,-0.087144306,0.129246194,0.66941775
chr12:55804262-55808633_PHC1P1_ENSG00000179899.7,0.015025518,0.665441277,0.940531481
chr19:58193336-58269527_ZNF154_ENSG00000179909.11,-0.001037321,0.966003933,0.972806777
chr12:57637235-57824788_R3HDM2_ENSG00000179912.15,0.115689936,0.059771642,0.477171779
chr19:17905636-17923891_B3GNT3_ENSG00000179913.6,-0.024562045,0.410686757,0.940531481
chr1:160846328-160854960_ITLN1_ENSG00000179914.4,-0.103711401,0.301377362,0.940445846
chr2:50145642-51259674_NRXN1_ENSG00000179915.16,0.006561251,0.856868199,0.940531481
chr16:30454951-30457502_SEPHS2_ENSG00000179918.15,-0.011503802,0.870843405,0.940531481
chr2:219124218-219128582_GPBAR1_ENSG00000179921.10,0.012415214,0.719178427,0.940531481
chr14:23527772-23569665_C14orf119_ENSG00000179933.4,0.050334226,0.436889089,0.940531481
chr15:30375157-30385702_GOLGA8J_ENSG00000179938.11,0.016597321,0.595053999,0.940531481
chr19:56102745-56114504_FIZ1_ENSG00000179943.6,0.013377495,0.593047356,0.940531481
chr8:144898513-144912029_PUF60_ENSG00000179950.9,0.126847769,0.028281708,0.319524556
chr16:30418617-30441396_DCTPP1_ENSG00000179958.4,-0.229238955,0.004562866,0.09756857
chr4:139936942-140098372_PPP1R14BP3_ENSG00000179967.11,0.009685318,0.724120918,0.940531481
chr4:1385339-1389780_CRIPAK_ENSG00000179979.7,-0.014327333,0.42875703,0.940531481
chr18:72922709-73001905_TSHZ1_ENSG00000179981.9,0.002223679,0.911581108,0.940531481
chr10:124690418-124768333_PSTK_ENSG00000179988.9,0.025273437,0.484183185,0.940531481
chr7:72333320-72341076_SPDYE7P_ENSG00000179994.6,0.009076276,0.683095026,0.940531481
chr14:55493947-55516206_SOCS4_ENSG00000180008.8,0.02517183,0.554197378,0.940531481
chr18:72907062-72921303_ZADH2_ENSG00000180011.6,-0.081624386,0.043078273,0.400991368
chr16:30389426-30411429_ZNF48_ENSG00000180035.6,0.011210481,0.736541802,0.940531481
chr9:38540563-38624987_ANKRD18A_ENSG00000180071.14,0.057459243,0.44360328,0.940531481
chr19:55738006-55770363_TMEM86B_ENSG00000180089.4,0.006028126,0.866188418,0.940531481
chr16:30389426-30411429_SEPT1_ENSG00000180096.7,0.01546182,0.549055681,0.940531481
chr1:28879596-28909495_TRNAU1AP_ENSG00000180098.5,-0.125041197,0.059092747,0.475234465
chr5:443272-473213_EXOC3_ENSG00000180104.11,0.046563309,0.238878395,0.873949256
chr2:130748028-130808704_AC018865.8_ENSG00000180178.6,0.001710428,0.914950771,0.940531481
chrX:40507557-40597950_MED14_ENSG00000180182.6,0.0664261,0.148407243,0.716822174
chr16:1845620-1934295_FAHD1_ENSG00000180185.7,-0.00578862,0.393682153,0.940531481
chr14:58466452-58764857_HMGB1P14_ENSG00000180189.9,0.005561342,0.873796904,0.940531481
chr1:28832454-28865812_RCC1_ENSG00000180198.11,0.01626713,0.562536425,0.940531481
chr16:30382254-30389312_MYLPF_ENSG00000180209.7,0.022670904,0.534207616,0.940531481
chr2:179278665-179326117_PRKRA_ENSG00000180228.8,0.050691071,0.212469955,0.842649203
chr15:20587868-20711433_HERC2P3_ENSG00000180229.8,0.01627015,0.712543751,0.940531481
chr7:30323922-30452118_ZNRF2_ENSG00000180233.9,0.030997072,0.662490222,0.940531481
chr2:103089761-103150431_SLC9A4_ENSG00000180251.4,0.075757502,0.04180472,0.395244623
chr19:53430387-53541151_ZNF816_ENSG00000180257.8,-0.013135993,0.949634566,0.960549906
chr12:95470524-95611258_FGD6_ENSG00000180263.9,0.006569042,0.678289726,0.940531481
chr15:64979771-65011801_OAZ2_ENSG00000180304.10,0.005935628,0.865284962,0.940531481
chr20:44236577-44259907_WFDC10A_ENSG00000180305.4,0.00161333,0.915529327,0.940531481
chr17:42733761-42767676_CCDC43_ENSG00000180329.9,0.064434872,0.1135945,0.626854316
chr17:42733761-42767676_C17orf104_ENSG00000180336.13,0.000646203,0.920399982,0.940531481
chr4:90033967-90036050_TIGD2_ENSG00000180346.2,0.012218631,0.549164876,0.940531481
chr3:121350245-121379774_HCLS1_ENSG00000180353.6,0.018971168,0.549822255,0.940531481
chr7:30174425-30202378_C7orf41_ENSG00000180354.11,-0.015442167,0.640663062,0.940531481
chr15:64752940-64978264_ZNF609_ENSG00000180357.5,0.019350908,0.340446487,0.940531481
chr3:196466727-196559518_PAK2_ENSG00000180370.6,0.062086909,0.144347778,0.705180302
chr3:56591188-56717265_CCDC66_ENSG00000180376.12,0.092746878,0.161221299,0.745369774
chr3:10000400-10052893_AC034193.5_ENSG00000180385.4,0.07797441,0.098041026,0.590640705
chr13:28519342-28519727_ATP5EP2_ENSG00000180389.6,0.057505474,0.334914434,0.940531481
chr2:47126413-47403740_MCFD2_ENSG00000180398.7,0.175707993,0.029120323,0.324061507
chr1:158778188-158779125_OR10AA1P_ENSG00000180409.2,0.028108764,0.391720166,0.940531481
chr11:46624410-46696368_HARBI1_ENSG00000180423.4,-0.012830419,0.333360815,0.940531481
chr11:114262164-114321001_C11orf71_ENSG00000180425.7,0.000567931,0.920730676,0.940531481
chr3:13974552-14124311_TPRXL_ENSG00000180438.10,0.006763868,0.853155646,0.940531481
chr19:1065921-1095598_HMHA1_ENSG00000180448.6,-0.046824876,0.226003545,0.860331797
chr19:37988062-38210691_ZNF571_ENSG00000180479.9,-0.071106853,0.180005147,0.786820823
chr1:78245308-78344106_FAM73A_ENSG00000180488.10,-0.009908209,0.942986644,0.955568152
chr10:320129-735683_PRR26_ENSG00000180525.9,0.004508304,0.888922582,0.940531481
chr21:16333555-16437321_NRIP1_ENSG00000180530.5,0.009079825,0.478470893,0.940531481
chr6:26124372-26139344_HIST1H2AC_ENSG00000180573.8,0.110160903,0.063961177,0.491909822
chr12:10658200-10675734_EIF2S3L_ENSG00000180574.3,0.000702235,0.920157964,0.940531481
chr10:93558068-93625033_SRP9P1_ENSG00000180581.6,0.04703233,0.187922435,0.801329907
chr6:26115100-26124154_HIST1H2BC_ENSG00000180596.7,0.029753429,0.362068412,0.940531481
chr17:71161115-71258491_SSTR2_ENSG00000180616.4,0.022014172,0.49934946,0.940531481
chr10:92979907-93044088_PCGF5_ENSG00000180628.10,0.039417249,0.29945623,0.938887463
chr10:72357103-72362531_PRF1_ENSG00000180644.6,0.001024989,0.918673249,0.940531481
chr6:131949581-132068553_OR2A4_ENSG00000180658.2,0.025524484,0.536496489,0.940531481
chr1:207217193-207254369_YOD1_ENSG00000180667.6,0.020086406,0.582706984,0.940531481
chr8:91634222-91997485_TMEM64_ENSG00000180694.9,0.024147203,0.417375858,0.940531481
chr4:185261908-185275130_RP11-290F5.2_ENSG00000180712.3,0.001038338,0.91860838,0.940531481
chr10:129676104-129691211_CLRN3_ENSG00000180745.4,-0.043093048,0.296660579,0.93429825
chr16:21413557-21531765_CTD-2547E10.2_ENSG00000180747.11,0.038521763,0.457840751,0.940531481
chr1:9160363-9189229_GPR157_ENSG00000180758.10,-0.013489409,0.658142276,0.940531481
chr11:94800055-94804388_SRSF8_ENSG00000180771.10,0.036892607,0.278141154,0.923007519
chr11:92877340-92931130_SLC36A4_ENSG00000180773.10,-0.034584919,0.286826425,0.929051651
chr13:21950262-22033509_ZDHHC20_ENSG00000180776.11,0.026178035,0.643217973,0.940531481
chr18:14728270-14852737_ANKRD30B_ENSG00000180777.9,0.008300726,0.821937054,0.940531481
chr17:4981542-4999669_ZFP3_ENSG00000180787.5,-0.03280124,0.134278819,0.681438151
chr4:114821439-114900883_ARSJ_ENSG00000180801.11,0.00196608,0.913339717,0.940531481
chr12:54375292-54449814_HOXC9_ENSG00000180806.4,0.037145904,0.271616528,0.915592331
chrX:19362010-19533379_MAP3K15_ENSG00000180815.10,0.002581965,0.908893962,0.940531481
chr10:71962585-71993667_PPA1_ENSG00000180817.7,0.547171539,7.96E-05,0.005413575
chr6:3224494-3457256_PSMG4_ENSG00000180822.7,0.124087005,0.0194336,0.253382207
chr19:1941187-1981337_CSNK1G2-AS1_ENSG00000180846.4,0.00241185,0.910205963,0.940531481
chr19:12490002-12750912_ZNF443_ENSG00000180855.11,0.007809686,0.782089888,0.940531481
chr12:13524022-13540101_C12orf36_ENSG00000180861.5,0.046057411,0.145173906,0.707659965
chr1:146644349-146767443_PDIA3P_ENSG00000180867.9,0.002801219,0.837320004,0.940531481
chr2:218990011-219001976_CXCR2_ENSG00000180871.3,0.009677042,0.78900633,0.940531481
chrX:153051220-153063960_SSR4_ENSG00000180879.9,-0.29294803,0.353447273,0.940531481
chr12:75628519-75784708_CAPS2_ENSG00000180881.15,0.036645644,0.344594914,0.940531481
chr17:55938603-56032684_CUEDC1_ENSG00000180891.8,0.023020913,0.507327364,0.940531481
chr8:144873089-144897549_SCRIB_ENSG00000180900.12,0.033543688,0.397902097,0.940531481
chr17:73028669-73061984_KCTD2_ENSG00000180901.6,0.002249365,0.911397679,0.940531481
chr2:242673993-242708231_D2HGDH_ENSG00000180902.12,0.077241561,0.075952182,0.527687241
chr16:71315291-71323618_CMTR2_ENSG00000180917.12,0.104111479,0.030728096,0.33439184
chr8:144806102-144815971_FAM83H_ENSG00000180921.6,-0.006242894,0.672145219,0.940531481
chr8:125985539-125991631_ZNF572_ENSG00000180938.5,0.009547386,0.792323724,0.940531481
chr15:80125926-80217194_ST20_ENSG00000180953.7,0.016694553,0.553298347,0.940531481
chr22:28247656-29075853_PITPNB_ENSG00000180957.13,0.096642388,0.160887506,0.744781472
chrX:102507922-102510131_TCEAL8_ENSG00000180964.12,-0.042807883,0.516174161,0.940531481
chr15:42783430-42841000_LRRC57_ENSG00000180979.5,-0.001214226,0.997768174,0.997931734
chr6:44081193-44123256_MRPL14_ENSG00000180992.5,-0.018748969,0.333884664,0.940531481
chr14:53019865-53104431_GPR137C_ENSG00000180998.7,0.004391258,0.890420518,0.940531481
chr7:112063022-112131117_LSMEM1_ENSG00000181016.5,-0.007004581,0.678100564,0.940531481
chr16:69740898-69760854_NQO1_ENSG00000181019.8,0.441166099,2.14E-05,0.001955458
chr15:89164526-89175513_AEN_ENSG00000181026.13,0.047694311,0.208482662,0.835940119
chr19:47222763-47291851_FKRP_ENSG00000181027.6,0.021271408,0.511743599,0.940531481
chr19:7741513-7747744_TRAPPC5_ENSG00000181029.7,0.095166431,0.074514521,0.524784065
chr17:62292-236045_RPH3AL_ENSG00000181031.11,0.004433406,0.88988543,0.940531481
chr17:74722911-74777531_METTL23_ENSG00000181038.9,-0.00795681,0.750883484,0.940531481
chr17:78143790-78227299_SLC26A11_ENSG00000181045.10,0.007155993,0.84570795,0.940531481
chr3:42734154-42846023_HIGD1A_ENSG00000181061.9,-0.374322097,0.000849815,0.030299432
chr9:140513443-141019076_EHMT1_ENSG00000181090.13,0.107910887,0.030570637,0.334268188
chr6:29758730-29765588_HLA-V_ENSG00000181126.9,0.007442015,0.665350756,0.940531481
chr8:144766621-144796068_ZNF707_ENSG00000181135.11,0.00147826,0.916304848,0.940531481
chr5:170814119-170838141_NPM1_ENSG00000181163.9,0.781230361,1.16E-05,0.001197557
chrX:68380693-68385636_PJA1_ENSG00000181191.11,-0.021853417,0.730290707,0.940531481
chr10:12110970-12165224_DHTKD1_ENSG00000181192.7,0.017615433,0.514346003,0.940531481
chr1:228651803-228652327_HIST3H2BA_ENSG00000181201.2,0.007672425,0.786012616,0.940531481
chr17:7387684-7417933_POLR2A_ENSG00000181222.10,0.042197288,0.222073846,0.853836177
chr10:99092254-99102770_FRAT2_ENSG00000181274.5,-0.046067857,0.071046771,0.517716964
chr6:26634610-26659980_ZNF322_ENSG00000181315.6,0.044034865,0.179860606,0.786820823
chr17:16342135-16395467_FAM211A_ENSG00000181350.7,0.131835421,0.24680202,0.882489582
chr13:50464726-50467134_CTAGE10P_ENSG00000181358.3,0.006277059,0.86191824,0.940531481
chr4:169277885-169931426_DDX60L_ENSG00000181381.9,0.013357169,0.565955448,0.940531481
chr19:36494208-36505141_SYNE4_ENSG00000181392.10,0.039971536,0.257408677,0.901053438
chr17:80347098-80408705_OGFOD3_ENSG00000181396.8,-0.020619361,0.755602473,0.940531481
chr9:11986-30891_XXyac-YRM2039.2_ENSG00000181404.13,0.024787762,0.381364539,0.940531481
chr17:79008947-79156964_AATK_ENSG00000181409.7,-0.010226232,0.841565404,0.940531481
chr1:227751243-227865144_ZNF678_ENSG00000181450.13,0.001138865,0.781986847,0.940531481
chr3:100211462-100296288_TMEM45A_ENSG00000181458.6,0.06004051,0.150736203,0.721495618
chr17:15468796-15587625_CDRT1_ENSG00000181464.2,0.016495298,0.623642358,0.940531481
chr3:152880028-152886265_RAP2B_ENSG00000181467.2,0.020321775,0.602645812,0.940531481
chr6:151685251-151712683_ZBTB2_ENSG00000181472.4,0.022110199,0.516738555,0.940531481
chr17:29295802-29326929_RNF135_ENSG00000181481.9,0.044504204,0.148750006,0.717820046
chr17:43100707-43221548_ACBD4_ENSG00000181513.10,-0.018997076,0.079754043,0.53961914
chr17:78143790-78227299_SGSH_ENSG00000181523.8,0.020331776,0.461217924,0.940531481
chr6:42924082-42924503_RPL24P4_ENSG00000181524.6,-0.006055014,0.102751029,0.602999303
chrX:14861528-14891191_FANCB_ENSG00000181544.9,0.02762857,0.332903425,0.940531481
chr3:47057918-47205457_SETD2_ENSG00000181555.15,0.048479073,0.471411008,0.940531481
chr6:43963459-44045689_C6orf223_ENSG00000181577.11,0.005220738,0.813629091,0.940531481
chr19:1554667-1568057_MEX3D_ENSG00000181588.15,0.01735523,0.61047889,0.940531481
chr17:55916841-55927417_MRPS23_ENSG00000181610.8,-0.158047652,0.067142197,0.501211575
chr16:29262828-29519817_SLX1B_ENSG00000181625.13,-0.00611747,0.755139191,0.940531481
chr9:117546914-117568406_TNFSF15_ENSG00000181634.7,0.013996441,0.591728269,0.940531481
chr8:144328990-144359101_ZFP41_ENSG00000181638.13,0.019872275,0.590714206,0.940531481
chr11:2949502-2950685_PHLDA2_ENSG00000181649.5,0.113245508,0.039975771,0.386156252
chr7:150688082-150721586_ATG9B_ENSG00000181652.14,0.073099689,0.076150493,0.527976753
chr19:37803738-37860267_HKR1_ENSG00000181666.13,0.022239375,0.463839095,0.940531481
chr8:57073462-57123883_PLAG1_ENSG00000181690.3,0.002920323,0.906081662,0.940531481
chrX:67718164-67757127_YIPF6_ENSG00000181704.7,0.208988912,0.003056507,0.074101073
chr3:114056940-114866118_ZBTB20_ENSG00000181722.11,-0.12692441,0.069233105,0.510367603
chr19:8841315-8842371_OR2Z1_ENSG00000181733.2,0.008149353,0.825260261,0.940531481
chr3:143690639-143767561_C3orf58_ENSG00000181744.4,-0.013237994,0.772622703,0.940531481
chr5:102594402-102614361_C5orf30_ENSG00000181751.5,0.037171572,0.326076309,0.940531481
chr3:150458913-150481264_SIAH2_ENSG00000181788.3,0.019089166,0.428801343,0.940531481
chr3:128968448-128996614_COPG1_ENSG00000181789.10,-0.024555453,0.437756241,0.940531481
chr2:232373136-232379050_LINC00471_ENSG00000181798.2,0.009573318,0.791663844,0.940531481
chr1:36856838-36863493_LSM10_ENSG00000181817.5,0.041209067,0.264481652,0.908654701
chr4:37455562-37687998_RELL1_ENSG00000181826.5,0.006900073,0.793766428,0.940531481
chr15:56379477-56535483_RFX7_ENSG00000181827.10,0.000717302,0.920092115,0.940531481
chr11:45825622-45834566_SLC35C1_ENSG00000181830.7,-0.011934779,0.07561498,0.527664691
chr12:56598284-56615717_RNF41_ENSG00000181852.13,-0.024030136,0.561188303,0.940531481
chr1:228353515-228369958_IBA57_ENSG00000181873.8,0.022782718,0.486831458,0.940531481
chr17:7143332-7167302_CLDN7_ENSG00000181885.14,-0.079871757,0.270462336,0.91377453
chr19:58637618-58666477_ZNF329_ENSG00000181894.10,0.004419067,0.815700697,0.940531481
chr19:19779604-19794318_ZNF101_ENSG00000181896.7,0.051922494,0.169673799,0.764953009
chr5:134094468-134195427_C5orf24_ENSG00000181904.8,-0.058536808,0.228732496,0.862529791
chr10:64553321-64568238_ADO_ENSG00000181915.3,0.00054754,0.920815415,0.940531481
chr11:73583711-73638790_COA4_ENSG00000181924.6,0.036285697,0.288231092,0.929652562
chr12:49388931-49453557_PRKAG1_ENSG00000181929.7,0.061585096,0.227464552,0.861853977
chr16:58328983-58440048_GINS3_ENSG00000181938.9,0.016848771,0.635206364,0.940531481
chr4:24807738-24981826_CCDC149_ENSG00000181982.13,0.023968768,0.501146014,0.940531481
chr15:20767699-20781019_GOLGA8CP_ENSG00000181984.10,0.000191906,0.922204581,0.940531481
chr15:89002706-89089906_MRPS11_ENSG00000181991.11,-0.018387126,0.231602568,0.865507025
chr1:203830730-203839678_SNRPE_ENSG00000182004.8,0.522345489,0.000124047,0.00751838
chr10:63942793-64028466_RTKN2_ENSG00000182010.6,0.01142524,0.665286164,0.940531481
chr9:67017399-67032072_RP11-381O7.3_ENSG00000182021.5,0.016500133,0.493737726,0.940531481
chr15:90626276-90645736_IDH2_ENSG00000182054.5,-0.009164528,0.594127493,0.940531481
chr19:999600-1021117_TMEM259_ENSG00000182087.8,0.014171685,0.552848262,0.940531481
chr21:40752169-40817731_WRB_ENSG00000182093.10,0.022336699,0.730325643,0.940531481
chr7:5313999-5465045_TNRC18_ENSG00000182095.10,0.060005262,0.098281336,0.591480841
chr14:61654276-62125414_TMEM30B_ENSG00000182107.5,-0.014849821,0.811481534,0.940531481
chr16:10958770-11036878_DEXI_ENSG00000182108.5,0.000419907,0.921332982,0.940531481
chr1:39957317-40024379_RP11-69E11.4_ENSG00000182109.3,0.037091734,0.330720294,0.940531481
chr15:34633916-34635378_NOP10_ENSG00000182117.4,-0.855612581,2.32E-07,4.29E-05
chr1:231154703-231175992_FAM89A_ENSG00000182118.5,0.004449563,0.823173476,0.940531481
chr1:151728016-151766878_TDRKH_ENSG00000182134.11,0.000183366,0.922235962,0.940531481
chr19:21473961-21512227_ZNF708_ENSG00000182141.5,-0.011641464,0.876202899,0.940531481
chr16:71879893-71962913_IST1_ENSG00000182149.16,-0.035758026,0.302471748,0.940531481
chr9:98521512-98776842_ERCC6L2_ENSG00000182150.11,0.00578512,0.677606925,0.940531481
chr9:140445650-140447007_MRPL41_ENSG00000182154.7,-0.04451408,0.243365581,0.878672751
chr7:137559724-137686813_CREB3L2_ENSG00000182158.10,-0.003942169,0.740240417,0.940531481
chr7:86954540-86974831_TP53TG1_ENSG00000182165.13,-0.034723098,0.753671642,0.940531481
chr4:96083654-96473608_UNC5C_ENSG00000182168.10,-0.036350529,0.264931835,0.908654701
chr17:73512140-73520820_TSEN54_ENSG00000182173.8,0.026788143,0.344064641,0.940531481
chr2:237073878-237203570_ASB18_ENSG00000182177.9,0.00839468,0.819845722,0.940531481
chr3:49842639-49851379_UBA7_ENSG00000182179.6,-0.021026718,0.126327049,0.6606075
chr10:74870216-75118617_MRPS16_ENSG00000182180.9,0.053229984,0.431673632,0.940531481
chr14:68286495-69196935_RAD51B_ENSG00000182185.14,0.044042467,0.290290342,0.930971914
chr12:123405497-123467456_ARL6IP4_ENSG00000182196.9,0.069137088,0.295177008,0.933962432
chr8:118806728-119124092_EXT1_ENSG00000182197.6,0.012952822,0.698457391,0.940531481
chr12:57623109-57634498_SHMT2_ENSG00000182199.6,0.084549903,0.072267351,0.520925731
chr1:149824180-149832714_HIST2H4B_ENSG00000182217.7,0.079626418,0.182450922,0.79230882
chrX:40440145-40465889_ATP6AP2_ENSG00000182220.9,-0.005794444,0.487614407,0.940531481
chr17:7760002-7816078_CYB5D1_ENSG00000182224.7,0.020147718,0.564693499,0.940531481
chr5:175476680-175559261_FAM153B_ENSG00000182230.7,0.014583391,0.625641005,0.940531481
chr21:42539727-42654445_BACE2_ENSG00000182240.11,0.061286369,0.108763547,0.619130745
chr3:23244510-23633284_UBE2E2_ENSG00000182247.5,0.023325967,0.495433455,0.940531481
chr17:28643350-28661077_TMIGD1_ENSG00000182271.8,-0.012716088,0.430315796,0.940531481
chr11:369795-382116_B4GALNT4_ENSG00000182272.7,0.015357791,0.560795622,0.940531481
chrX:15843928-15873054_AP1S2_ENSG00000182287.9,0.006013246,0.799306591,0.940531481
chr8:146277763-146281416_C8orf33_ENSG00000182307.8,0.012107147,0.638254547,0.940531481
chr19:58838384-58853698_ZSCAN22_ENSG00000182318.5,-0.043433854,0.004909473,0.10177112
chr8:8175257-8244008_SGK223_ENSG00000182319.5,-0.012087234,0.902309779,0.940531481
chr19:48949029-48985571_KCNJ14_ENSG00000182324.5,0.00086759,0.919417031,0.940531481
